"ComputerName","AppID","AppName","Publisher","Version"
"DACTSS620","KB945553","Security Update for Windows Server 2003 (KB945553)","Microsoft Corporation","1"
"DACTSS620","KB946026","Security Update for Windows Server 2003 (KB946026)","Microsoft Corporation","1"
"DACTSS620","KB947864","Security Update for Windows Server 2003 (KB947864)","Microsoft Corporation","1"
"DACTSS620","KB948496","Update for Windows Server 2003 (KB948496)","Microsoft Corporation","1"
"DACTSS620","KB948590","Security Update for Windows Server 2003 (KB948590)","Microsoft Corporation","1"
"DACTSS620","KB948881","Security Update for Windows Server 2003 (KB948881)","Microsoft Corporation","1"
"DACTSS620","KB950760","Security Update for Windows Server 2003 (KB950760)","Microsoft Corporation","1"
"DACTSS620","KB950762","Security Update for Windows Server 2003 (KB950762)","Microsoft Corporation","1"
"DACTSS620","KB950974","Security Update for Windows Server 2003 (KB950974)","Microsoft Corporation","1"
"DACTSS620","KB951066","Security Update for Windows Server 2003 (KB951066)","Microsoft Corporation","1"
"DACTSS620","KB951698","Security Update for Windows Server 2003 (KB951698)","Microsoft Corporation","1"
"DACTSS620","KB951748","Security Update for Windows Server 2003 (KB951748)","Microsoft Corporation","1"
"DACTSS620","KB952004","Security Update for Windows Server 2003 (KB952004)","Microsoft Corporation","1"
"DACTSS620","KB952069","Security Update for Windows Server 2003 (KB952069)","Microsoft Corporation","1"
"DACTSS620","KB952954","Security Update for Windows Server 2003 (KB952954)","Microsoft Corporation","1"
"DACTSS620","KB953155","Security Update for Windows Server 2003 (KB953155)","Microsoft Corporation","1"
"DACTSS620","KB954155","Security Update for Windows Server 2003 (KB954155)","Microsoft Corporation","1"
"DACTSS620","KB954211","Security Update for Windows Server 2003 (KB954211)","Microsoft Corporation","1"
"DACTSS620","KB954550-v5","Hotfix for Windows XP (KB954550-v5)","Microsoft Corporation","5"
"DACTSS620","KB954600","Security Update for Windows Server 2003 (KB954600)","Microsoft Corporation","1"
"DACTSS620","KB955069","Security Update for Windows Server 2003 (KB955069)","Microsoft Corporation","1"
"DACTSS620","KB956438","Hotfix for Windows Server 2003 (KB956438)","Microsoft Corporation","1"
"DACTSS620","KB956572","Security Update for Windows Server 2003 (KB956572)","Microsoft Corporation","1"
"DACTSS620","KB956625","Hotfix for Windows Server 2003 (KB956625)","Microsoft Corporation","1"
"DACTSS620","KB956802","Security Update for Windows Server 2003 (KB956802)","Microsoft Corporation","1"
"DACTSS620","KB956803","Security Update for Windows Server 2003 (KB956803)","Microsoft Corporation","1"
"DACTSS620","KB956841","Security Update for Windows Server 2003 (KB956841)","Microsoft Corporation","1"
"DACTSS620","KB956844","Security Update for Windows Server 2003 (KB956844)","Microsoft Corporation","1"
"DACTSS620","KB957095","Security Update for Windows Server 2003 (KB957095)","Microsoft Corporation","1"
"DACTSS620","KB957097","Security Update for Windows Server 2003 (KB957097)","Microsoft Corporation","1"
"DACTSS620","KB958215","Security Update for Windows Server 2003 (KB958215)","Microsoft Corporation","1"
"DACTSS620","KB958469","Security Update for Windows Server 2003 (KB958469)","Microsoft Corporation","1"
"DACTSS620","KB958476","Hotfix for Windows Server 2003 (KB958476)","Microsoft Corporation","1"
"DACTSS620","KB958644","Security Update for Windows Server 2003 (KB958644)","Microsoft Corporation","1"
"DACTSS620","KB958687","Security Update for Windows Server 2003 (KB958687)","Microsoft Corporation","1"
"DACTSS620","KB958690","Security Update for Windows Server 2003 (KB958690)","Microsoft Corporation","1"
"DACTSS620","KB958869","Security Update for Windows Server 2003 (KB958869)","Microsoft Corporation","1"
"DACTSS620","KB959426","Security Update for Windows Server 2003 (KB959426)","Microsoft Corporation","1"
"DACTSS620","KB959608","Hotfix for Windows Server 2003 (KB959608)","Microsoft Corporation","1"
"DACTSS620","KB960225","Security Update for Windows Server 2003 (KB960225)","Microsoft Corporation","1"
"DACTSS620","KB960714","Security Update for Windows Server 2003 (KB960714)","Microsoft Corporation","1"
"DACTSS620","KB960803","Security Update for Windows Server 2003 (KB960803)","Microsoft Corporation","1"
"DACTSS620","KB960859","Security Update for Windows Server 2003 (KB960859)","Microsoft Corporation","1"
"DACTSS620","KB961118","Hotfix for Windows Server 2003 (KB961118)","Microsoft Corporation","1"
"DACTSS620","KB961371-v2","Security Update for Windows Server 2003 (KB961371-v2)","Microsoft Corporation","2"
"DACTSS620","KB961501","Security Update for Windows Server 2003 (KB961501)","Microsoft Corporation","1"
"DACTSS620","KB967723","Security Update for Windows Server 2003 (KB967723)","Microsoft Corporation","1"
"DACTSS620","KB968537","Security Update for Windows Server 2003 (KB968537)","Microsoft Corporation","1"
"DACTSS620","KB968816","Security Update for Windows Server 2003 (KB968816)","Microsoft Corporation","1"
"DACTSS620","KB968930","Windows Management Framework Core","Microsoft Corporation",
"DACTSS620","KB969059","Security Update for Windows Server 2003 (KB969059)","Microsoft Corporation","1"
"DACTSS620","KB969897","Security Update for Windows Server 2003 (KB969897)","Microsoft Corporation","1"
"DACTSS620","KB969947","Security Update for Windows Server 2003 (KB969947)","Microsoft Corporation","1"
"DACTSS620","KB970238","Security Update for Windows Server 2003 (KB970238)","Microsoft Corporation","1"
"DACTSS620","KB970483","Security Update for Windows Server 2003 (KB970483)","Microsoft Corporation","1"
"DACTSS620","KB971032","Security Update for Windows Server 2003 (KB971032)","Microsoft Corporation","1"
"DACTSS620","KB971486","Security Update for Windows Server 2003 (KB971486)","Microsoft Corporation","1"
"DACTSS620","KB971557","Security Update for Windows Server 2003 (KB971557)","Microsoft Corporation","1"
"DACTSS620","KB971657","Security Update for Windows Server 2003 (KB971657)","Microsoft Corporation","1"
"DACTSS620","KB971961","Security Update for Windows Server 2003 (KB971961)","Microsoft Corporation","1"
"DACTSS620","KB972260","Security Update for Windows Server 2003 (KB972260)","Microsoft Corporation","1"
"DACTSS620","KB972270","Security Update for Windows Server 2003 (KB972270)","Microsoft Corporation","1"
"DACTSS620","KB973346","Security Update for Windows Server 2003 (KB973346)","Microsoft Corporation","1"
"DACTSS620","KB973354","Security Update for Windows Server 2003 (KB973354)","Microsoft Corporation","1"
"DACTSS620","KB973507","Security Update for Windows Server 2003 (KB973507)","Microsoft Corporation","1"
"DACTSS620","KB973525","Security Update for Windows Server 2003 (KB973525)","Microsoft Corporation","1"
"DACTSS620","KB973540","Security Update for Windows Server 2003 (KB973540)","Microsoft Corporation","1"
"DACTSS620","KB973815","Update for Windows Server 2003 (KB973815)","Microsoft Corporation","1"
"DACTSS620","KB973869","Security Update for Windows Server 2003 (KB973869)","Microsoft Corporation","1"
"DACTSS620","KB973904","Security Update for Windows Server 2003 (KB973904)","Microsoft Corporation","1"
"DACTSS620","KB974112","Security Update for Windows Server 2003 (KB974112)","Microsoft Corporation","1"
"DACTSS620","KB974318","Security Update for Windows Server 2003 (KB974318)","Microsoft Corporation","1"
"DACTSS620","KB974392","Security Update for Windows Server 2003 (KB974392)","Microsoft Corporation","1"
"DACTSS620","KB974455","Security Update for Windows Server 2003 (KB974455)","Microsoft Corporation","1"
"DACTSS620","KB974571","Security Update for Windows Server 2003 (KB974571)","Microsoft Corporation","1"
"DACTSS620","KB975025","Security Update for Windows Server 2003 (KB975025)","Microsoft Corporation","1"
"DACTSS620","KB975254","Security Update for Windows Server 2003 (KB975254)","Microsoft Corporation","1"
